title	url	duration	Video	content1	content_map1	content_map_hierarchy1	content_map_hierarchy_upper1	format1	format_map1	format_map_hierarchy1	content2	content_map2	content_map_hierarchy2	content_map_hierarchy_upper2	format2	format_map2	format_map_hierarchy2	channel
Tunde Adebimpe + Thee Black Boltz: Somebody New | The Tonight Show Starring Jimmy Fallon	https://www.youtube.com/watch?v=rrZbNpDX_E8	218.0	Jimmy_Fallon_rrZbNpDX_E8	entertainment.music	Music (Entertainment)	Music & Performance	Entertainment	persononstage	Person on stage	Single Presenter	edu.arts.music	Music (Educational)	Arts & Literature	Education	animated.graphics	Motion Graphics	Animations	Jimmy_Fallon
Defenses to Intentional Torts: Module 3 of 5	https://www.youtube.com/watch?v=ydEgreKaePI	781.0	LawShelf_ydEgreKaePI	edu.social.law	Law	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	edu.arts.architecture	Architecture	Architecture	Education	animated.graphics	Motion Graphics	Animations	LawShelf
Teacher Moderation Guided Reading/Guided Writing Pt2 of 2	https://www.youtube.com/watch?v=y_w2q2GhTME	339.0	Knatim_y_w2q2GhTME	edu.education.pedagogy.teachingprinciples	Teaching	Teacher Training	Education	classroom	Classroom Lecture	Instructional	edu.education.pedagogy.teachingtools	Teaching	Teacher Training	Education	slides	Slidedeck	Infographics/Slidedeck	Knatim
Apulu (Apollo of Veii)	https://www.youtube.com/watch?v=GLgrt_4WnMY	217.0	Khan_Academy_GLgrt_4WnMY	edu.arts.arthistory	Arts	Arts & Literature	Education	slides	Slidedeck	Infographics/Slidedeck	edu.arts.architecture	Architecture	Architecture	Education	animation.powerpoint	Slidedeck	Infographics/Slidedeck	Khan_Academy
Great Schism or East-West Schism part 2 | World History | Khan Academy	https://www.youtube.com/watch?v=iql2eFZsV5Y	393.0	Khan_Academy_iql2eFZsV5Y	edu.humanities.religion	Religion	Humanities	Education	animated.info	Infographics	Infographics/Slidedeck	edu.social.history	History	Social Sciences	Education	animated.graphics	Motion Graphics	Animations	Khan_Academy
Why So Many Women Think Men Are Trash | Matthew Hussey	https://www.youtube.com/watch?v=QkxlHOKA5Lo	796.0	Chris_Williamson_QkxlHOKA5Lo	entertainment.reality.dating	Relationships	Relationships & Dating	Lifestyle & Wellbeing	conversation.formal	Conversations	Simultaneous Presenters	entertainment.variety.talkshow	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	conversation.podcast	Conversations	Simultaneous Presenters	Chris_Williamson
"The ""Control Z"" Cast Tries To Survive A Social Media Scandal"	https://www.youtube.com/watch?v=lssKALZDZ3A	273.0	BuzzFeed_Celeb_lssKALZDZ3A	entertainment.variety.celebritycontent	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	paneldiscussion.virtual	Panel Discussion - Virtual	Simultaneous Presenters	entertainment.variety.talkshow	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	BuzzFeed_Celeb
Martin Short Five-Timers Club Cold Open - SNL	https://www.youtube.com/watch?v=KnaES8YItiA	568.0	Saturday_Night_Live_KnaES8YItiA	entertainment.comedy.sketch	Comedy	Comedy	Entertainment	skit	Skit/Parody/Sketch/Short Film	Staged Performance	entertainment.variety.latenight	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	conversation.casual	Conversations	Simultaneous Presenters	Saturday_Night_Live
What Is Maladaptive Daydreaming & How To Properly Deal With It  | Dissociation Disorders	https://www.youtube.com/watch?v=ddf21KKr_Ks	635.0	Kati_Morton_ddf21KKr_Ks	wellbeing.mentalhealth	Mental Health	Mental Health	Lifestyle & Wellbeing	talkinghead.frameregular	Talking Head - Center	Single Presenter	edu.medicine.psychiatry	Medicine	Medical Sciences	Education	vlog	Selfie Camera (Vlog)	Video Journal (Vlogs)	Kati_Morton
The Hazards of High Altitude: A Mistake on the First Attempt | Edge of the Unknown on Disney+	https://www.youtube.com/watch?v=20Y2yOpiPFI	245.0	National_Geographic_20Y2yOpiPFI	entertainment.sports.adventure	Sports & Adventure	Sports & Adventure	Entertainment	pov.realworld	Point of View Camera (Vlog)	Video Journal (Vlogs)	entertainment.sports.extremes	Sports & Adventure	Sports & Adventure	Entertainment	docustyle	Documentary	Documentary Style (Mixed Format)	National_Geographic
10 Money Rules for Financial Success	https://www.youtube.com/watch?v=J6oHchaCxvM	696.0	Practical_Wisdom_Interesting_Ideas_J6oHchaCxvM	skills.financial.personalfinance	Finance Tutorials	Finance Tutorials	How-To & Tutorials	animated.info	Infographics	Infographics/Slidedeck	edu.business.finance	Finance	Business & Economics	Education	animated.graphics	Motion Graphics	Animations	Practical_Wisdom_Interesting_Ideas
GETTIN' GOOZY 🎵 FGTeeV Official Music Video	https://www.youtube.com/watch?v=TIjvVeYg-Bc	618.0	FGTeeV_TIjvVeYg-Bc	entertainment.music	Music (Entertainment)	Music & Performance	Entertainment	crafts.cutouts	Paper Cutouts	Animations	entertainment.comedy.parody	Comedy	Comedy	Entertainment	animated.graphics	Motion Graphics	Animations	FGTeeV
Every Garden Style Explained In 12 Minutes	https://www.youtube.com/watch?v=-XU8E3tXDp0	746.0	Sahari_-XU8E3tXDp0	lifestyle.home	Home & Garden	Home & Garden	Lifestyle & Wellbeing	slides	Slidedeck	Infographics/Slidedeck	edu.stem.engineering.civil	Engineering	Engineering	Education	placeholderdisplay	Static Screen / No video	Static Screen / No video	Sahari
Why Do Students Have So Much Debt?	https://www.youtube.com/watch?v=yQfbkSSFW_w	777.0	PBS_Origins_yQfbkSSFW_w	skills.financial.personalfinance	Finance Tutorials	Finance Tutorials	How-To & Tutorials	talkinghead.frameregular	Talking Head - Center	Single Presenter	edu.business.economics	Economics	Business & Economics	Education	animated.info	Infographics	Infographics/Slidedeck	PBS_Origins
7 Principles of Psychological Persuasion	https://www.youtube.com/watch?v=P3rbadeF9AI	383.0	Sprouts_P3rbadeF9AI	edu.social.psychology	Psychology	Social Sciences	Education	animated.comic	Comic Book Style	Animations	edu.business.marketing	Business	Business & Economics	Education	animated.graphics	Motion Graphics	Animations	Sprouts
What If We Killed Every Mosquito On Earth?	https://www.youtube.com/watch?v=LIYEhcOn0a4	352.0	AsapSCIENCE_LIYEhcOn0a4	edu.medicine.publichealth	Public Health	Medical Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	edu.stem.biology.microbiology	Biology	Life Sciences	Education	writing.hand	Writing Hand (No head visible)	Instructional	AsapSCIENCE
Energy levels and diagram for hydrogen	https://www.youtube.com/watch?v=8cRnBhBaSOo	822.0	MIT_OpenCourseWare_8cRnBhBaSOo	edu.stem.physics.quantum	Physics/Astronomy	Physical Sciences	Education	board.chalkboard	Chalkboard	Instructional	edu.stem.physics.mechanics	Physics/Astronomy	Physical Sciences	Education	classroom	Classroom Lecture	Instructional	MIT_OpenCourseWare
Kill the Indian, Save the Man - Carlisle Boarding School - US History - Extra History	https://www.youtube.com/watch?v=fbRBNSjT_FQ	612.0	Extra_History_fbRBNSjT_FQ	edu.social.history	History	Social Sciences	Education	animated.cartoon	Cartoon Characters	Animations	news.domestic	News	News	News/Commentary	animated.info	Infographics	Infographics/Slidedeck	Extra_History
Homeopathy Explained – Gentle Healing or Reckless Fraud?	https://www.youtube.com/watch?v=8HslUzw35mc	512.0	Kurzgesagt_8HslUzw35mc	wellbeing.alternativemedicine	Alternative Health	Alternative Health	Lifestyle & Wellbeing	animated.info	Infographics	Infographics/Slidedeck	edu.medicine.publichealth	Public Health	Medical Sciences	Education	animated.graphics	Motion Graphics	Animations	Kurzgesagt
How to Become Pope	https://www.youtube.com/watch?v=kF8I_r9XT7A	309.0	CGP_Grey_kF8I_r9XT7A	growth.careerdevelopment	Personal Development	Personal Development	Lifestyle & Wellbeing	animated.graphics	Motion Graphics	Animations	religious.guidelines	Religion & Spirituality	Religion & Spirituality	Religion & Spirituality	animated.cartoon	Cartoon Characters	Animations	CGP_Grey
Closing a POWER ARC Switch with a WEAK ARC (LATITY-012)	https://www.youtube.com/watch?v=lPAM5Z7Dzfo	865.0	ElectroBOOM_lPAM5Z7Dzfo	edu.stem.engineering.electrical	Engineering	Engineering	Education	practicaldemonstration.engineering	Physical Demo	Physical Demo	edu.stem.physics.electromagnetism	Physics/Astronomy	Physical Sciences	Education	practicaldemonstration.science	Physical Demo	Physical Demo	ElectroBOOM
Lesley Hazleton: The doubt essential to faith	https://www.youtube.com/watch?v=6ORDQFh0Byw	826.0	TED_6ORDQFh0Byw	edu.humanities.religion	Religion	Humanities	Education	persononstage	Person on stage	Single Presenter	edu.humanities.philosophy	Philosophy	Humanities	Education	slides	Slidedeck	Infographics/Slidedeck	TED
Kung Fu Panda 2 (2011) - Cannonball Factory Scene (7/10) | Movieclips	https://www.youtube.com/watch?v=22Xiae6LXdU	195.0	RottenTomatoes_22Xiae6LXdU	entertainment.movies.clips	Movies, Theatre & Drama	Movies, TV & Drama	Entertainment	animated.cartoon	Cartoon Characters	Animations	entertainment.movies.review	Movies, Theatre & Drama	Movies, TV & Drama	Entertainment	animated.graphics	Motion Graphics	Animations	RottenTomatoes
How to (ALWAYS) make good decisions for yourself.	https://www.youtube.com/watch?v=5eK0XmhnB_s	456.0	Project_Better_Self_5eK0XmhnB_s	edu.social.psychology	Psychology	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	growth.motivational	Personal Development	Personal Development	Lifestyle & Wellbeing	animated.graphics	Motion Graphics	Animations	Project_Better_Self
Opposites Really Do Attract. Mark Klein	https://www.youtube.com/watch?v=ZWW9N2eLjhs	375.0	Dry_Bar_Comedy_ZWW9N2eLjhs	entertainment.comedy.standup	Comedy	Comedy	Entertainment	persononstage	Person on stage	Single Presenter	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	Dry_Bar_Comedy
How Do Scientists Know the Mass of Mars? : Astronomy & the Solar System	https://www.youtube.com/watch?v=DuPmzX-u_jc	253.0	eHowEducation_DuPmzX-u_jc	edu.stem.astronomy	Physics/Astronomy	Physical Sciences	Education	board.lightboard	Glassboard	Instructional	edu.stem.physics.mechanics	Physics/Astronomy	Physical Sciences	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	eHowEducation
Chapter 9.1: First Project - Blink LED | Mastering Arduino Course	https://www.youtube.com/watch?v=_q6YhRoOTjs	768.0	The_Innomind__q6YhRoOTjs	skills.digital.coding	Tech Tutorials	Tech & Creative Tutorials	How-To & Tutorials	screencast	Screencast	Screencast	edu.stem.engineering.robotics	Engineering	Engineering	Education	animated.graphics	Motion Graphics	Animations	The_Innomind
YOUR BODY IS AMAZING ft. Christine Sydelko	https://www.youtube.com/watch?v=6_Qnc_P1xMQ	276.0	AsapSCIENCE_6_Qnc_P1xMQ	edu.medicine.physiology	Medicine	Medical Sciences	Education	writing.hand	Writing Hand (No head visible)	Instructional	edu.stem.biology.cellbiology	Biology	Life Sciences	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	AsapSCIENCE
Bringing the ‘Why’ To Life: How to Enlist Teachers Behind a Challenging New Curriculum	https://www.youtube.com/watch?v=OKXnzXLKOw4	201.0	Education_Week_OKXnzXLKOw4	edu.education.pedagogy.teachingprinciples	Teaching	Teacher Training	Education	classroom	Classroom Lecture	Instructional	growth.careerdevelopment	Personal Development	Personal Development	Lifestyle & Wellbeing	docustyle	Documentary	Documentary Style (Mixed Format)	Education_Week
Why the Dutch Lead the World in Agriculture Exports	https://www.youtube.com/watch?v=ziBgxehTBDI	453.0	Geography_Geek_ziBgxehTBDI	edu.business.economics	Economics	Business & Economics	Education	animated.info	Infographics	Infographics/Slidedeck	edu.stem.engineering.agricultural	Engineering	Engineering	Education	docustyle	Documentary	Documentary Style (Mixed Format)	Geography_Geek
What it’s like to watch a Total Solar Eclipse	https://www.youtube.com/watch?v=G10m2ZZRH4U	321.0	Veritasium_G10m2ZZRH4U	edu.stem.astronomy	Physics/Astronomy	Physical Sciences	Education	vlog	Selfie Camera (Vlog)	Video Journal (Vlogs)	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	docustyle	Documentary	Documentary Style (Mixed Format)	Veritasium
Religious Freedom Supersedes Civil Liberties | Vivien Hasan | Part 1 of 6	https://www.youtube.com/watch?v=H5b33zrRTj8	615.0	OxfordUnion_H5b33zrRTj8	religious.guidelines	Religion & Spirituality	Religion & Spirituality	Religion & Spirituality	persononstage	Person on stage	Single Presenter	edu.humanities.ethics	Philosophy	Humanities	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	OxfordUnion
A Cat's Tale (2008) - Tag or Hide and Seek? Scene (8/10) | Movieclips	https://www.youtube.com/watch?v=QrXSZJ3am_s	206.0	RottenTomatoes_QrXSZJ3am_s	entertainment.movies.clips	Movies, Theatre & Drama	Movies, TV & Drama	Entertainment	rawfootage	Raw Footage	Raw Footage	edu.arts.architecture	Architecture	Architecture	Education	docustyle	Documentary	Documentary Style (Mixed Format)	RottenTomatoes
Exam 1, Problem 5 | MIT 3.091SC Introduction to Solid State Chemistry, Fall 2010	https://www.youtube.com/watch?v=2eLeU6-0W7E	708.0	MIT_OpenCourseWare_2eLeU6-0W7E	edu.stem.chemistry.physical	Chemistry	Physical Sciences	Education	board.chalkboard	Chalkboard	Instructional	edu.stem.engineering.chemical	Engineering	Engineering	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	MIT_OpenCourseWare
Lesson 7 - Writing And Balancing Chemical Reactions, Part 2	https://www.youtube.com/watch?v=UC-2ZbI0enw	241.0	Math_and_Science_UC-2ZbI0enw	edu.stem.chemistry.inorganic	Chemistry	Physical Sciences	Education	board.whiteboard	Whiteboard	Instructional	edu.education.pedagogy.teachingprinciples	Teaching	Teacher Training	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	Math_and_Science
Big Data In 5 Minutes | What Is Big Data?| Big Data Analytics | Big Data Tutorial | Simplilearn	https://www.youtube.com/watch?v=bAyrObl7TYE	312.0	Simplilearn_bAyrObl7TYE	edu.business.analytics	Business	Business & Economics	Education	animated.info	Infographics	Infographics/Slidedeck	edu.stem.engineering.datascience	Data Science	Computer & Data Science	Education	writing.stylus	Digital Writing (use of a cursor)	Instructional	Simplilearn
Hungary Shows Us How a Second Trump Term Might Play Out	https://www.youtube.com/watch?v=Y7J5PHeEg8k	577.0	NYT_Podcasts_Y7J5PHeEg8k	edu.social.politics	Political Science	Social Sciences	Education	placeholderdisplay	Static Screen / No video	Static Screen / No video	growth.motivational	Personal Development	Personal Development	Lifestyle & Wellbeing	talkinghead.framecorner	Talking Head - Corner	Single Presenter	NYT_Podcasts
Creepy Clowns: The Horror Behind the Laughter | Monstrum	https://www.youtube.com/watch?v=Y9UOEHD4ISo	475.0	Storied_Y9UOEHD4ISo	misc.conspiracy	Conspiracy	Conspiracy	Entertainment	docustyle	Documentary	Documentary Style (Mixed Format)	edu.social.history	History	Social Sciences	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	Storied
Science Olympiad MY SO STEM Session for Epidemiology Month – Career Pathways and Alumni Interviews	https://www.youtube.com/watch?v=4j1HGiymz9g	745.0	Science_Olympiad_TV_4j1HGiymz9g	edu.medicine.publichealth	Public Health	Medical Sciences	Education	talkinghead.framecorner	Talking Head - Corner	Single Presenter	growth.careerdevelopment	Personal Development	Personal Development	Lifestyle & Wellbeing	talkinghead.frameregular	Talking Head - Center	Single Presenter	Science_Olympiad_TV
Mr. Peabody & Sherman (2014) - The Flying Machine Scene (5/10) | Movieclips	https://www.youtube.com/watch?v=AhcxeUrWTRc	247.0	RottenTomatoes_AhcxeUrWTRc	entertainment.movies.clips	Movies, Theatre & Drama	Movies, TV & Drama	Entertainment	animated.cartoon	Cartoon Characters	Animations	edu.stem.engineering.aerospace	Engineering	Engineering	Education	animated.graphics	Motion Graphics	Animations	RottenTomatoes
Can We Trust The DSM-5?	https://www.youtube.com/watch?v=X_90QQ2QWUc	654.0	Sprouts_X_90QQ2QWUc	wellbeing.mentalhealth	Mental Health	Mental Health	Lifestyle & Wellbeing	animated.comic	Comic Book Style	Animations	edu.social.psychology	Psychology	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	Sprouts
Recreating the chemical traffic light reaction	https://www.youtube.com/watch?v=1ueSa6-UqYo	646.0	NileRed_1ueSa6-UqYo	edu.stem.chemistry.organic	Chemistry	Physical Sciences	Education	practicaldemonstration.science	Physical Demo	Physical Demo	edu.stem.chemistry.analytical	Chemistry	Physical Sciences	Education	writing.hand	Writing Hand (No head visible)	Instructional	NileRed
Research Methods in Sociolinguistics: Critical Discourse Analysis	https://www.youtube.com/watch?v=gvBfgrtqqoU	605.0	The_Sociolinguistics_Channel_gvBfgrtqqoU	edu.social.anthropology	Social Sciences	Social Sciences	Education	writing.stylus	Digital Writing (use of a cursor)	Instructional	edu.social.sociology	Social Sciences	Social Sciences	Education	docustyle	Documentary	Documentary Style (Mixed Format)	The_Sociolinguistics_Channel
Architects Design a Modern House Inspired by Arches (House Tour)	https://www.youtube.com/watch?v=GtRBmHJCJts	314.0	The_Local_Project_GtRBmHJCJts	edu.arts.architecture	Architecture	Architecture	Education	pov.realworld	Point of View Camera (Vlog)	Video Journal (Vlogs)	edu.arts.arthistory	Arts	Arts & Literature	Education	docustyle	Documentary	Documentary Style (Mixed Format)	The_Local_Project
The fall of the House of Cadmus - Iseult Gillespie	https://www.youtube.com/watch?v=H7ZhDe1K8uU	291.0	TED_Ed_H7ZhDe1K8uU	edu.arts.literature	Arts	Arts & Literature	Education	animated.graphics	Motion Graphics	Animations	edu.social.history	History	Social Sciences	Education	docustyle	Documentary	Documentary Style (Mixed Format)	TED_Ed
EASY TOILET PAPER ROLL CRAFTS	https://www.youtube.com/watch?v=l8WyqK8pTkc	447.0	Fun_Science_l8WyqK8pTkc	skills.diy.crafts	DIY & Crafts	DIY & Crafts	How-To & Tutorials	crafts.cutouts	Paper Cutouts	Animations	skills.diy.homeimprovement	DIY & Crafts	DIY & Crafts	How-To & Tutorials	practicaldemonstration.engineering	Physical Demo	Physical Demo	Fun_Science
How (and why) You Lose Strength On A Cut | Fat Loss Week 14	https://www.youtube.com/watch?v=GfmhCCT_2h8	696.0	Chubbyemu_GfmhCCT_2h8	wellbeing.fitness	Fitness	Fitness & Nutrition	Lifestyle & Wellbeing	vlog	Selfie Camera (Vlog)	Video Journal (Vlogs)	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	Chubbyemu
The Case for Good Jobs — and Why They’re Good for Business Too | Zeynep Ton | TED	https://www.youtube.com/watch?v=v5OQeUwXlV4	823.0	TED_v5OQeUwXlV4	edu.business.economics	Economics	Business & Economics	Education	persononstage	Person on stage	Single Presenter	edu.business.management	Business	Business & Economics	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	TED
What Trump Did on Day 1, and Biden’s Final Acts	https://www.youtube.com/watch?v=uduOyddENvs	509.0	NYT_Podcasts_uduOyddENvs	news.domestic	News	News	News/Commentary	placeholderdisplay	Static Screen / No video	Static Screen / No video	news.politics	News	News	News/Commentary	talkinghead.framecorner	Talking Head - Corner	Single Presenter	NYT_Podcasts
This Slime Could Be Good For Your Phone...	https://www.youtube.com/watch?v=aarsyus_dP0	276.0	Unbox_Therapy_aarsyus_dP0	misc.unboxing	Product Reviews	Product Reviews	Reviews	talkinghead.frameregular	Talking Head - Center	Single Presenter	misc.productreview	Product Reviews	Product Reviews	Reviews	practicaldemonstration.science	Physical Demo	Physical Demo	Unbox_Therapy
Demographic structure of society - sex, gender, and sexual orientation | MCAT | Khan Academy	https://www.youtube.com/watch?v=Hkmsu9Tl7NE	461.0	Khan_Academy_Hkmsu9Tl7NE	edu.social.sociology	Social Sciences	Social Sciences	Education	writing.stylus	Digital Writing (use of a cursor)	Instructional	edu.social.psychology	Psychology	Social Sciences	Education	board.chalkboard	Chalkboard	Instructional	Khan_Academy
Lesson 18 - Integrals Of Exponential Functions, Part 1 (Calculus 1)	https://www.youtube.com/watch?v=UFaph9nE070	241.0	Math_and_Science_UFaph9nE070	edu.stem.math.calculus	Mathematics	Mathematics	Education	board.whiteboard	Whiteboard	Instructional	edu.education.pedagogy.teachingprinciples	Teaching	Teacher Training	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	Math_and_Science
A Day in the Life of a Product Marketer (Work From Home Edition)	https://www.youtube.com/watch?v=k3tk9IbLJok	483.0	Jeff_Su_k3tk9IbLJok	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	vlog	Selfie Camera (Vlog)	Video Journal (Vlogs)	edu.business.management	Business	Business & Economics	Education	docustyle	Documentary	Documentary Style (Mixed Format)	Jeff_Su
This national security issue is ‘by design’: Tom Homan	https://www.youtube.com/watch?v=kFEwZvIoeIw	294.0	Fox_US_News_kFEwZvIoeIw	news.politics	News	News	News/Commentary	paneldiscussion.virtual	Panel Discussion - Virtual	Simultaneous Presenters	news.domestic	News	News	News/Commentary	talkinghead.framecorner	Talking Head - Corner	Single Presenter	Fox_US_News
Sketching Design Concepts - Outpost Project, Part 4	https://www.youtube.com/watch?v=XZbBlsbW1y8	895.0	30X40_Design_Workshop_XZbBlsbW1y8	edu.arts.architecture	Architecture	Architecture	Education	writing.hand	Writing Hand (No head visible)	Instructional	edu.stem.engineering.civil	Engineering	Engineering	Education	screencast	Screencast	Screencast	30X40_Design_Workshop
The Biggest Liar Cheapstake! - TLC #16	https://www.youtube.com/watch?v=C24s3SA0IHE	669.0	PewDiePie_C24s3SA0IHE	entertainment.reality.living	Lifestyle	Lifestyle	Lifestyle & Wellbeing	talkinghead.framecorner	Talking Head - Corner	Single Presenter	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	screencast	Screencast	Screencast	PewDiePie
How To Actually DETOX Your Body From Toxins - Dr. Nicole Cain	https://www.youtube.com/watch?v=6vYrIPbQuRY	562.0	Max_Lugavere_6vYrIPbQuRY	wellbeing.nutrition	Nutrition	Fitness & Nutrition	Lifestyle & Wellbeing	conversation.podcast	Conversations	Simultaneous Presenters	edu.medicine.other	Medicine	Medical Sciences	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	Max_Lugavere
Top 5 AI Myths	https://www.youtube.com/watch?v=-dAmqHFWzyg	418.0	IBM_Technology_-dAmqHFWzyg	edu.stem.engineering.datascience	Data Science	Computer & Data Science	Education	board.lightboard	Glassboard	Instructional	edu.stem.engineering.computerscience	Computer Science	Computer & Data Science	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	IBM_Technology
Productive TWO DAYS In The Life: Chinese New Year Edition	https://www.youtube.com/watch?v=Qhtz_BX625Q	332.0	Jeff_Su_Qhtz_BX625Q	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	vlog	Selfie Camera (Vlog)	Video Journal (Vlogs)	misc.productreview	Product Reviews	Product Reviews	Reviews	talkinghead.frameregular	Talking Head - Center	Single Presenter	Jeff_Su
Make Your Own Videos For Free: CamStudio Tutorial-P1	https://www.youtube.com/watch?v=QypobeKRIhM	436.0	David_Taylor_QypobeKRIhM	skills.digital.videoediting	Design/Editing Tutorials	Tech & Creative Tutorials	How-To & Tutorials	screencast	Screencast	Screencast	edu.education.pedagogy.teachingtools	Teaching	Teacher Training	Education	talkinghead.framecorner	Talking Head - Corner	Single Presenter	David_Taylor
Could Psychedelics Help Patients in Therapy? | Benjamin Lewis | TED	https://www.youtube.com/watch?v=BH8dSEFxzjo	725.0	TED_BH8dSEFxzjo	wellbeing.alternativemedicine	Alternative Health	Alternative Health	Lifestyle & Wellbeing	persononstage	Person on stage	Single Presenter	edu.medicine.psychiatry	Medicine	Medical Sciences	Education	talkinghead.framecorner	Talking Head - Corner	Single Presenter	TED
3 Makeup Artists Turn a Model Into The Mona Lisa | Triple Take | Allure	https://www.youtube.com/watch?v=QabrOI4zn8Q	864.0	Allure_QabrOI4zn8Q	lifestyle.style.beauty	Beauty & Fashion	Beauty & Fashion	Lifestyle & Wellbeing	paneldiscussion.inperson	Panel Discussion - In Person	Simultaneous Presenters	edu.arts.arthistory	Arts	Arts & Literature	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	Allure
Pietro Lorenzetti, Birth of the Virgin	https://www.youtube.com/watch?v=Z29bpAW1AUM	250.0	Khan_Academy_Z29bpAW1AUM	edu.arts.arthistory	Arts	Arts & Literature	Education	slides	Slidedeck	Infographics/Slidedeck	edu.arts.architecture	Architecture	Architecture	Education	docustyle	Documentary	Documentary Style (Mixed Format)	Khan_Academy
12 Years a Slave Auditions - Saturday Night Live	https://www.youtube.com/watch?v=yyUNOtRTVuc	258.0	Saturday_Night_Live_yyUNOtRTVuc	entertainment.comedy.parody	Comedy	Comedy	Entertainment	skit	Skit/Parody/Sketch/Short Film	Staged Performance	edu.arts.acting	Arts	Arts & Literature	Education	conversation.casual	Conversations	Simultaneous Presenters	Saturday_Night_Live
