title	url	duration	Video	content1	content_map1	content_map_hierarchy1	content_map_hierarchy_upper1	format1	format_map1	format_map_hierarchy1	content2	content_map2	content_map_hierarchy2	content_map_hierarchy_upper2	format2	format_map2	format_map_hierarchy2	channel
Paul Simon and Sabrina Carpenter: Homeward Bound (Live) – SNL50	https://www.youtube.com/watch?v=ScFh0zNE0aE	292.0	Saturday_Night_Live_ScFh0zNE0aE	entertainment.music	Music (Entertainment)	Music & Performance	Entertainment	persononstage	Person on stage	Single Presenter	edu.arts.music	Music (Educational)	Arts & Literature	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	Saturday_Night_Live
Functionalism | Society and Culture | MCAT | Khan Academy	https://www.youtube.com/watch?v=-83vVeSC2_g	342.0	Khan_Academy_-83vVeSC2_g	edu.social.sociology	Social Sciences	Social Sciences	Education	writing.stylus	Digital Writing (use of a cursor)	Instructional	edu.social.anthropology	Social Sciences	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	Khan_Academy
Travis Walton Tells His Story of Alien Abduction	https://www.youtube.com/watch?v=DsiKEBAFmm4	859.0	PowerfulJRE_DsiKEBAFmm4	misc.conspiracy	Conspiracy	Conspiracy	Entertainment	conversation.podcast	Conversations	Simultaneous Presenters	edu.stem.astronomy	Physics/Astronomy	Physical Sciences	Education	conversation.formal	Conversations	Simultaneous Presenters	PowerfulJRE
History of Dentistry - Demons and Tooth Worms - Extra History - Part 1	https://www.youtube.com/watch?v=tlkLbJCtR2k	690.0	Extra_History_tlkLbJCtR2k	edu.medicine.dentistry	Medicine	Medical Sciences	Education	animated.cartoon	Cartoon Characters	Animations	edu.social.history	History	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	Extra_History
CHEESY BUTTERY SPICY GARLIC KNOTS | SAM THE COOKING GUY 4K	https://www.youtube.com/watch?v=Vum-Umvo5P8	801.0	Sam_the_Cooking_Guy_Vum-Umvo5P8	lifestyle.food	Food	Food & Cooking	Entertainment	practicaldemonstration.cooking	Cooking	Cooking	skills.culinary.cooking	Food	Food & Cooking	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	Sam_the_Cooking_Guy
How to Gain Weight -- Tips Tuesday	https://www.youtube.com/watch?v=7XUHmxx4_dY	279.0	Sam_ONella_Academy_7XUHmxx4_dY	wellbeing.nutrition	Nutrition	Fitness & Nutrition	Lifestyle & Wellbeing	animated.cartoon	Cartoon Characters	Animations	wellbeing.fitness	Fitness	Fitness & Nutrition	Lifestyle & Wellbeing	animated.info	Infographics	Infographics/Slidedeck	Sam_ONella_Academy
When Is The Best Time For Women To Start Hormone Replacement Therapy? (HRT) - Dr. Mary Claire Haver	https://www.youtube.com/watch?v=T5mB6TMNPgM	590.0	Max_Lugavere_T5mB6TMNPgM	edu.medicine.psychiatry	Medicine	Medical Sciences	Education	conversation.podcast	Conversations	Simultaneous Presenters	edu.medicine.physiology	Medicine	Medical Sciences	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	Max_Lugavere
How Rwanda is Becoming the Singapore of Africa	https://www.youtube.com/watch?v=xX0ozxrZlEQ	783.0	Wendover_Productions_xX0ozxrZlEQ	edu.business.economics	Economics	Business & Economics	Education	docustyle	Documentary	Documentary Style (Mixed Format)	news.politics	News	News	News/Commentary	animated.info	Infographics	Infographics/Slidedeck	Wendover_Productions
Issa Rae Is Extremely Jealous of Kumail Nanjiani’s Fitness Transformation	https://www.youtube.com/watch?v=kZt6c4Pz3Kw	260.0	Seth_Meyers_kZt6c4Pz3Kw	entertainment.variety.talkshow	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	paneldiscussion.virtual	Panel Discussion - Virtual	Simultaneous Presenters	entertainment.variety.celebritycontent	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	conversation.casual	Conversations	Simultaneous Presenters	Seth_Meyers
Anne Hathaway Tries 9 Things She's Never Done Before | Allure	https://www.youtube.com/watch?v=m8ubmPSJ_vI	331.0	Allure_m8ubmPSJ_vI	lifestyle.style.beauty	Beauty & Fashion	Beauty & Fashion	Lifestyle & Wellbeing	talkinghead.frameregular	Talking Head - Center	Single Presenter	entertainment.variety.celebritycontent	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	animated.graphics	Motion Graphics	Animations	Allure
How Coastal Erosion Works	https://www.youtube.com/watch?v=B08iDMXYtR8	584.0	Practical_Engineering_B08iDMXYtR8	edu.stem.engineering.civil	Engineering	Engineering	Education	practicaldemonstration.engineering	Physical Demo	Physical Demo	edu.stem.environment	Environmental Sciences	Environmental Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	Practical_Engineering
Effective Practice of Musical Instruments	https://www.youtube.com/watch?v=2kikmVr4gCU	256.0	Sprouts_2kikmVr4gCU	edu.arts.music	Music (Educational)	Arts & Literature	Education	animated.comic	Comic Book Style	Animations	edu.arts.performing	Arts	Arts & Literature	Education	animated.graphics	Motion Graphics	Animations	Sprouts
The myth behind the Chinese zodiac - Megan Campisi and Pen-Pen Chen	https://www.youtube.com/watch?v=may2s9j4RLk	263.0	TED_Ed_may2s9j4RLk	religious.culture	Religion & Spirituality	Religion & Spirituality	Religion & Spirituality	animated.info	Infographics	Infographics/Slidedeck	edu.social.history	History	Social Sciences	Education	animated.cartoon	Cartoon Characters	Animations	TED_Ed
Diogenes, the Publicly-Defecating Philosopher	https://www.youtube.com/watch?v=-A3IlRATIsI	262.0	Sam_ONella_Academy_-A3IlRATIsI	edu.humanities.philosophy	Philosophy	Humanities	Education	animated.cartoon	Cartoon Characters	Animations	edu.humanities.ethics	Philosophy	Humanities	Education	animated.graphics	Motion Graphics	Animations	Sam_ONella_Academy
‘YOU GO TO JAIL’: CNN hosts stunned as guest explains migrant crimes	https://www.youtube.com/watch?v=dBn7D0AEc98	199.0	Fox_US_News_dBn7D0AEc98	news.politics	News	News	News/Commentary	paneldiscussion.inperson	Panel Discussion - In Person	Simultaneous Presenters	news.domestic	News	News	News/Commentary	conversation.formal	Conversations	Simultaneous Presenters	Fox_US_News
What if we had a Tiger like Body? + more videos | #aumsum #kids #science #education #whatif	https://www.youtube.com/watch?v=N4g6E0luKEk	218.0	AumSum_Time_N4g6E0luKEk	edu.stem.biology.zoology	Biology	Life Sciences	Education	animated.cartoon	Cartoon Characters	Animations	edu.medicine.dentistry	Medicine	Medical Sciences	Education	animated.graphics	Motion Graphics	Animations	AumSum_Time
The Only 10 Exercises You Need To Build Muscle | Sara Saffari	https://www.youtube.com/watch?v=ZGOsBZX-m1Y	674.0	Chris_Williamson_ZGOsBZX-m1Y	wellbeing.fitness	Fitness	Fitness & Nutrition	Lifestyle & Wellbeing	conversation.podcast	Conversations	Simultaneous Presenters	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	Chris_Williamson
Basic Mechanisms of Cloning, excerpt 1 | MIT 7.01SC Fundamentals of Biology	https://www.youtube.com/watch?v=CdAgzk5tQhs	800.0	MIT_OpenCourseWare_CdAgzk5tQhs	edu.stem.biology.molecularbiology	Biology	Life Sciences	Education	board.chalkboard	Chalkboard	Instructional	edu.stem.biology.genetics	Biology	Life Sciences	Education	classroom	Classroom Lecture	Instructional	MIT_OpenCourseWare
This Day in SNL History: Hunk	https://www.youtube.com/watch?v=Smk5MgtKwpo	733.0	Saturday_Night_Live_Smk5MgtKwpo	entertainment.reality.dating	Relationships	Relationships & Dating	Lifestyle & Wellbeing	skit	Skit/Parody/Sketch/Short Film	Staged Performance	entertainment.comedy.parody	Comedy	Comedy	Entertainment	conversation.casual	Conversations	Simultaneous Presenters	Saturday_Night_Live
Power Under Pressure: Getting it Done (Clip) | Alaska: The Next Generation	https://www.youtube.com/watch?v=5KKz7TRcjdU	201.0	National_Geographic_5KKz7TRcjdU	entertainment.reality.living	Lifestyle	Lifestyle	Lifestyle & Wellbeing	docustyle	Documentary	Documentary Style (Mixed Format)	entertainment.sports.adventure	Sports & Adventure	Sports & Adventure	Entertainment	practicaldemonstration.engineering	Physical Demo	Physical Demo	National_Geographic
Why Don't Dogs Live Longer?	https://www.youtube.com/watch?v=fundOLJehWA	527.0	Cleo_Abram_fundOLJehWA	edu.stem.biology.genetics	Biology	Life Sciences	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	edu.stem.biology.zoology	Biology	Life Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	Cleo_Abram
Biden’s Cancer Diagnosis, Severe Weather in Central U.S., the Schools Embracing AI | The Headlines	https://www.youtube.com/watch?v=Imlt86aIgP8	583.0	NYT_Podcasts_Imlt86aIgP8	edu.medicine.oncology	Medicine	Medical Sciences	Education	placeholderdisplay	Static Screen / No video	Static Screen / No video	edu.education.pedagogy.teachingtools	Teaching	Teacher Training	Education	animated.info	Infographics	Infographics/Slidedeck	NYT_Podcasts
Free energy and cell potential | Redox reactions and electrochemistry | Chemistry | Khan Academy	https://www.youtube.com/watch?v=4tcLzVJdxZs	494.0	Khan_Academy_4tcLzVJdxZs	edu.stem.chemistry.organic	Chemistry	Physical Sciences	Education	writing.stylus	Digital Writing (use of a cursor)	Instructional	edu.stem.chemistry.physical	Chemistry	Physical Sciences	Education	animated.graphics	Motion Graphics	Animations	Khan_Academy
Ayahuasca Made Neal Brennan Believe in God	https://www.youtube.com/watch?v=0O05yasj8KM	576.0	PowerfulJRE_0O05yasj8KM	religious.spirituality	Religion & Spirituality	Religion & Spirituality	Religion & Spirituality	conversation.podcast	Conversations	Simultaneous Presenters	edu.humanities.religion	Religion	Humanities	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	PowerfulJRE
Data Science In 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn	https://www.youtube.com/watch?v=X3paOmcrTjQ	278.0	Simplilearn_X3paOmcrTjQ	edu.stem.engineering.datascience	Data Science	Computer & Data Science	Education	board.whiteboard	Whiteboard	Instructional	edu.stem.math.statistics	Mathematics	Mathematics	Education	writing.hand	Writing Hand (No head visible)	Instructional	Simplilearn
Panic Attacks	https://www.youtube.com/watch?v=Vf7-7zL67Pg	245.0	The_School_of_Life_Vf7-7zL67Pg	wellbeing.mentalhealth	Mental Health	Mental Health	Lifestyle & Wellbeing	animated.graphics	Motion Graphics	Animations	edu.medicine.psychiatry	Medicine	Medical Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	The_School_of_Life
Meet My New Puppy - 12 Weeks Old Samoyed Puppy + New Channel	https://www.youtube.com/watch?v=PC0U8N2AP00	322.0	Cooking_With_Claudia_PC0U8N2AP00	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	vlog	Selfie Camera (Vlog)	Video Journal (Vlogs)	entertainment.reality.living	Lifestyle	Lifestyle	Lifestyle & Wellbeing	talkinghead.frameregular	Talking Head - Center	Single Presenter	Cooking_With_Claudia
Extranuclear inheritance 1 | Biomolecules | MCAT | Khan Academy	https://www.youtube.com/watch?v=yyM0yIOJ2yE	434.0	Khan_Academy_yyM0yIOJ2yE	edu.stem.biology.genetics	Biology	Life Sciences	Education	writing.stylus	Digital Writing (use of a cursor)	Instructional	edu.stem.biology.cellbiology	Biology	Life Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	Khan_Academy
Resident Evil: Damnation (2012) - Tyrant vs. Lickers Scene (9/10) | Movieclips	https://www.youtube.com/watch?v=AmSH3-1V188	183.0	RottenTomatoes_AmSH3-1V188	entertainment.movies.clips	Movies, Theatre & Drama	Movies, TV & Drama	Entertainment	animated.graphics	Motion Graphics	Animations	edu.arts.architecture	Architecture	Architecture	Education	talkinghead.framecorner	Talking Head - Corner	Single Presenter	RottenTomatoes
CRAFTING FOR MY PETS	https://www.youtube.com/watch?v=OR18WrD-aes	676.0	PewDiePie_OR18WrD-aes	skills.diy.crafts	DIY & Crafts	DIY & Crafts	How-To & Tutorials	crafts.cutouts	Paper Cutouts	Animations	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	PewDiePie
Tracee Ellis Ross Talks Being Put on Blast by Kanye - Late Night with Seth Meyers	https://www.youtube.com/watch?v=FWksjbnVdPI	228.0	Seth_Meyers_FWksjbnVdPI	entertainment.variety.talkshow	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	conversation.formal	Conversations	Simultaneous Presenters	entertainment.variety.celebritycontent	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	Seth_Meyers
Property Law - Leases: Enforceability	https://www.youtube.com/watch?v=WDVfhet2HPc	689.0	The_Law_Simplified_WDVfhet2HPc	edu.social.law	Law	Social Sciences	Education	slides	Slidedeck	Infographics/Slidedeck	edu.stem.engineering.civil	Engineering	Engineering	Education	animation.powerpoint	Slidedeck	Infographics/Slidedeck	The_Law_Simplified
Course Introduction | Essentials of Global Health with Richard Skolnik	https://www.youtube.com/watch?v=kWQugT6WbCE	787.0	YaleCourses_kWQugT6WbCE	edu.medicine.publichealth	Public Health	Medical Sciences	Education	slides	Slidedeck	Infographics/Slidedeck	edu.education.pedagogy.teachingprinciples	Teaching	Teacher Training	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	YaleCourses
Do We Really Have Free Will?	https://www.youtube.com/watch?v=cjpLPhbCs2U	386.0	SecondThought_cjpLPhbCs2U	edu.humanities.philosophy	Philosophy	Humanities	Education	animated.cartoon	Cartoon Characters	Animations	edu.social.psychology	Psychology	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	SecondThought
Audacity 2018 Basic Editing Tutorial for Beginners: Make Your Voice Sound Good	https://www.youtube.com/watch?v=7fYiUXER97U	576.0	David_Taylor_7fYiUXER97U	skills.digital.videoediting	Design/Editing Tutorials	Tech & Creative Tutorials	How-To & Tutorials	screencast	Screencast	Screencast	growth.careerdevelopment	Personal Development	Personal Development	Lifestyle & Wellbeing	keystrokes	Screencast	Screencast	David_Taylor
Why Trump's Conduct Hasn’t Tanked His Chances	https://www.youtube.com/watch?v=0Xx2SI8kLZ4	493.0	NYT_Podcasts_0Xx2SI8kLZ4	edu.social.politics	Political Science	Social Sciences	Education	placeholderdisplay	Static Screen / No video	Static Screen / No video	news.politics	News	News	News/Commentary	animated.graphics	Motion Graphics	Animations	NYT_Podcasts
WHO'S MORE CLUTCH: Jalen Brunson or Tyrese Haliburton? 👀 Stephen A. CONCEDES | First Take	https://www.youtube.com/watch?v=pebF-Khtiew	711.0	ESPN_pebF-Khtiew	entertainment.sports.team	Sports & Adventure	Sports & Adventure	Entertainment	paneldiscussion.inperson	Panel Discussion - In Person	Simultaneous Presenters	news.sports	Sports & Adventure	Sports & Adventure	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	ESPN
An Interior Designer’s Own Home Designed as an Escape from the City Life (House Tour)	https://www.youtube.com/watch?v=XkniRxY4vX0	370.0	The_Local_Project_XkniRxY4vX0	lifestyle.home	Home & Garden	Home & Garden	Lifestyle & Wellbeing	docustyle	Documentary	Documentary Style (Mixed Format)	edu.arts.architecture	Architecture	Architecture	Education	pov.realworld	Point of View Camera (Vlog)	Video Journal (Vlogs)	The_Local_Project
Do Students Need Mental Health Supports? Or Are We Just Coddling Them?	https://www.youtube.com/watch?v=GsBODpvAeGs	329.0	Education_Week_GsBODpvAeGs	wellbeing.mentalhealth	Mental Health	Mental Health	Lifestyle & Wellbeing	paneldiscussion.virtual	Panel Discussion - Virtual	Simultaneous Presenters	edu.social.psychology	Psychology	Social Sciences	Education	conversation.formal	Conversations	Simultaneous Presenters	Education_Week
The Diderot Effect	https://www.youtube.com/watch?v=_vGLo_VTVv8	235.0	Nerdwriter1__vGLo_VTVv8	edu.social.sociology	Social Sciences	Social Sciences	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	edu.humanities.philosophy	Philosophy	Humanities	Education	animated.graphics	Motion Graphics	Animations	Nerdwriter1
Every Force in Nature (Theory of Everything, Part III)	https://www.youtube.com/watch?v=3_RhISgoXUs	418.0	minutephysics_3_RhISgoXUs	edu.stem.physics.electromagnetism	Physics/Astronomy	Physical Sciences	Education	writing.hand	Writing Hand (No head visible)	Instructional	edu.stem.physics.mechanics	Physics/Astronomy	Physical Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	minutephysics
The Problem with Bee Venom Therapy	https://www.youtube.com/watch?v=PBgHGKrvfg0	325.0	SciShow_PBgHGKrvfg0	wellbeing.alternativemedicine	Alternative Health	Alternative Health	Lifestyle & Wellbeing	talkinghead.frameregular	Talking Head - Center	Single Presenter	news.health	News	News	News/Commentary	animated.info	Infographics	Infographics/Slidedeck	SciShow
The One Subject You Really Need to Study: Your Own Childhood	https://www.youtube.com/watch?v=GFKzE52XRmw	533.0	The_School_of_Life_GFKzE52XRmw	wellbeing.mentalhealth	Mental Health	Mental Health	Lifestyle & Wellbeing	animated.cartoon	Cartoon Characters	Animations	edu.social.psychology	Psychology	Social Sciences	Education	animated.graphics	Motion Graphics	Animations	The_School_of_Life
The Best Chat up Lines	https://www.youtube.com/watch?v=IKTd98LzAp8	498.0	The_School_of_Life_IKTd98LzAp8	entertainment.reality.dating	Relationships	Relationships & Dating	Lifestyle & Wellbeing	animated.cartoon	Cartoon Characters	Animations	growth.motivational	Personal Development	Personal Development	Lifestyle & Wellbeing	animated.info	Infographics	Infographics/Slidedeck	The_School_of_Life
What happens when you have a concussion? - Clifford Robbins	https://www.youtube.com/watch?v=xvjK-4NXRsM	375.0	TED_Ed_xvjK-4NXRsM	edu.medicine.neurology	Medicine	Medical Sciences	Education	animated.graphics	Motion Graphics	Animations	edu.stem.neuroscience	Biology	Life Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	TED_Ed
Open-end mutual fund redemptions (part 2)  | Finance & Capital Markets | Khan Academy	https://www.youtube.com/watch?v=nW1rxuQft1o	349.0	Khan_Academy_nW1rxuQft1o	edu.business.finance	Finance	Business & Economics	Education	writing.stylus	Digital Writing (use of a cursor)	Instructional	edu.business.economics	Economics	Business & Economics	Education	animated.info	Infographics	Infographics/Slidedeck	Khan_Academy
Puss in Boots (2011) - Wild Goose Rampage Scene (9/10) | Movieclips	https://www.youtube.com/watch?v=u4gz2yNW_Go	209.0	RottenTomatoes_u4gz2yNW_Go	entertainment.movies.clips	Movies, Theatre & Drama	Movies, TV & Drama	Entertainment	animated.cartoon	Cartoon Characters	Animations	edu.arts.architecture	Architecture	Architecture	Education	animated.graphics	Motion Graphics	Animations	RottenTomatoes
I VI II V I Chord Progression, Drop 2, and Voice Leading | Advanced Music Theory | Berklee Online	https://www.youtube.com/watch?v=uPHPUUkfY4w	323.0	Berklee_uPHPUUkfY4w	edu.arts.music	Music (Educational)	Arts & Literature	Education	board.whiteboard	Whiteboard	Instructional	edu.education.pedagogy.teachingprinciples	Teaching	Teacher Training	Education	writing.hand	Writing Hand (No head visible)	Instructional	Berklee
Hiroshima: The trees that survived an atomic bomb - BBC World Service	https://www.youtube.com/watch?v=UMgj4jyB1gc	255.0	BBC_World_Service_UMgj4jyB1gc	edu.social.history	History	Social Sciences	Education	docustyle	Documentary	Documentary Style (Mixed Format)	edu.stem.biology.botany	Biology	Life Sciences	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	BBC_World_Service
'This is insane': Hospital ripped for 'woke' policies on patient conduct	https://www.youtube.com/watch?v=x4NKXFY5xr8	347.0	Fox_US_News_x4NKXFY5xr8	news.health	News	News	News/Commentary	paneldiscussion.inperson	Panel Discussion - In Person	Simultaneous Presenters	news.domestic	News	News	News/Commentary	talkinghead.frameregular	Talking Head - Center	Single Presenter	Fox_US_News
"Why ""pop-up"" restaurants are everywhere now"	https://www.youtube.com/watch?v=SoP_lJ0FWoc	365.0	Vox_SoP_lJ0FWoc	edu.business.entrepreneurship	Business	Business & Economics	Education	talkinghead.frameregular	Talking Head - Center	Single Presenter	skills.culinary.cooking	Food	Food & Cooking	Entertainment	practicaldemonstration.cooking	Cooking	Cooking	Vox
What makes a good therapist? | Kati Morton	https://www.youtube.com/watch?v=H6WaMQ7q0EE	266.0	Kati_Morton_H6WaMQ7q0EE	wellbeing.mentalhealth	Mental Health	Mental Health	Lifestyle & Wellbeing	talkinghead.frameregular	Talking Head - Center	Single Presenter	edu.social.psychology	Psychology	Social Sciences	Education	vlog	Selfie Camera (Vlog)	Video Journal (Vlogs)	Kati_Morton
ITALIAN PINWHEEL SANDWICHES | PACK A BETTER SCHOOL LUNCH	https://www.youtube.com/watch?v=MNCgDPZRr2g	336.0	Not_Another_Cooking_Show_MNCgDPZRr2g	lifestyle.food	Food	Food & Cooking	Entertainment	practicaldemonstration.cooking	Cooking	Cooking	skills.culinary.cooking	Food	Food & Cooking	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	Not_Another_Cooking_Show
Tort Law: The Rules of Private Nuisance	https://www.youtube.com/watch?v=Ij7uNOhoflM	407.0	LawShelf_Ij7uNOhoflM	edu.social.law	Law	Social Sciences	Education	animation.powerpoint	Slidedeck	Infographics/Slidedeck	edu.arts.architecture	Architecture	Architecture	Education	animated.graphics	Motion Graphics	Animations	LawShelf
How to Be Attractive on a Date	https://www.youtube.com/watch?v=JJPIqEu73Ak	360.0	The_School_of_Life_JJPIqEu73Ak	entertainment.reality.dating	Relationships	Relationships & Dating	Lifestyle & Wellbeing	animated.graphics	Motion Graphics	Animations	edu.social.psychology	Psychology	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	The_School_of_Life
The last chief of the Comanches and the fall of an empire - Dustin Tahmahkera	https://www.youtube.com/watch?v=e0uyu9vdd2g	385.0	TED_Ed_e0uyu9vdd2g	edu.social.history	History	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	edu.social.anthropology	Social Sciences	Social Sciences	Education	docustyle	Documentary	Documentary Style (Mixed Format)	TED_Ed
The Halo Effect [Pretty Privilege]	https://www.youtube.com/watch?v=kpjeMaOirvg	269.0	Sprouts_kpjeMaOirvg	edu.social.psychology	Psychology	Social Sciences	Education	animated.comic	Comic Book Style	Animations	edu.social.sociology	Social Sciences	Social Sciences	Education	animated.info	Infographics	Infographics/Slidedeck	Sprouts
World's Largest Challenge!	https://www.youtube.com/watch?v=VWNdhuV6mwA	586.0	MrBeast_Gaming_VWNdhuV6mwA	entertainment.reality.competition	Competition	Competition	Entertainment	gaming	Gaming	Gaming	gaming.gameplay	Gaming	Gaming	Entertainment	screencast	Screencast	Screencast	MrBeast_Gaming
Minecraft | ANGRY SQUIDWARD!! | Sneaky Assassins Minigame	https://www.youtube.com/watch?v=ixZFolOiBJY	763.0	DanTDM_ixZFolOiBJY	gaming.gameplay	Gaming	Gaming	Entertainment	gaming	Gaming	Gaming	entertainment.reality.competition	Competition	Competition	Entertainment	talkinghead.framecorner	Talking Head - Corner	Single Presenter	DanTDM
Last to Survive Raining TNT wins $10,000 - Challenge	https://www.youtube.com/watch?v=c8kWStfQW6M	721.0	MrBeast_Gaming_c8kWStfQW6M	entertainment.reality.competition	Competition	Competition	Entertainment	gaming	Gaming	Gaming	gaming.gameplay	Gaming	Gaming	Entertainment	screencast	Screencast	Screencast	MrBeast_Gaming
Minecraft | FIND THE FAKE TRAYAURUS!! | Sneaky Assassins Minigame	https://www.youtube.com/watch?v=xG_YTPtjMLs	876.0	DanTDM_xG_YTPtjMLs	gaming.gameplay	Gaming	Gaming	Entertainment	gaming	Gaming	Gaming	entertainment.reality.competition	Competition	Competition	Entertainment	talkinghead.framecorner	Talking Head - Corner	Single Presenter	DanTDM
The Craziest 8,000 IQ Among Us Outplay Ever!	https://www.youtube.com/watch?v=wc7K1sakzMs	601.0	MrBeast_Gaming_wc7K1sakzMs	gaming.gameplay	Gaming	Gaming	Entertainment	gaming	Gaming	Gaming	entertainment.reality.competition	Competition	Competition	Entertainment	talkinghead.framecorner	Talking Head - Corner	Single Presenter	MrBeast_Gaming
Bad Breath 🎵 Five Night's At Freddy's Security Breach x FGTeeV Official Music Video	https://www.youtube.com/watch?v=2xblwEgjqbM	219.0	FGTeeV_2xblwEgjqbM	entertainment.music	Music (Entertainment)	Music & Performance	Entertainment	gaming	Gaming	Gaming	entertainment.variety.celebritycontent	Stories/Anecdotes/Celebrity Content	Quizzes, Celebrities & Late Night	Entertainment	talkinghead.frameregular	Talking Head - Center	Single Presenter	FGTeeV
I'm HUNGRY WUNGRY but MOMMY LONG LEGS wont let me EAT! Dont Get Caught 🦖 Huggy Wuggy Poppy Play Mod	https://www.youtube.com/watch?v=WgTFmJIBdAw	748.0	FGTeeV_WgTFmJIBdAw	gaming.gameplay	Gaming	Gaming	Entertainment	gaming	Gaming	Gaming	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	screencast	Screencast	Screencast	FGTeeV
THE DANKEST MEMELORD | Trollface Quest Sports	https://www.youtube.com/watch?v=_OYJXd2p_1Q	566.0	jacksepticeye__OYJXd2p_1Q	gaming.gameplay	Gaming	Gaming	Entertainment	gaming	Gaming	Gaming	vlog.daily	Personal Anecdotes	Personal Anecdotes/Vlogs	Entertainment	talkinghead.framecorner	Talking Head - Corner	Single Presenter	jacksepticeye
Extreme $1,000,000 Challenge!	https://www.youtube.com/watch?v=6T67I2w1G2U	643.0	MrBeast_Gaming_6T67I2w1G2U	entertainment.reality.competition	Competition	Competition	Entertainment	gaming	Gaming	Gaming	gaming.gameplay	Gaming	Gaming	Entertainment	talkinghead.framecorner	Talking Head - Corner	Single Presenter	MrBeast_Gaming
