Video	title	url	format_label_1	format_hierarchy_1	format_label_2	format_hierarchy_2	gt_format_label_1	gt_format_hierarchy_1	gt_format_label_2	gt_format_hierarchy_2	annotated_at	annotator_id
Deep_Dive_Ali_Abdaal_qBnfsYRA9cI	Advice Every 20 Year Old Needs To Hear	https://www.youtube.com/watch?v=qBnfsYRA9cI	Interviews	Interviews	Talkshows	Interviews	Podcast	Interviews	Talking Head - Center	Talking Head	2025-07-29T01:41:59.428607	kaatje
TED_Ed_e0uyu9vdd2g	The last chief of the Comanches and the fall of an empire - Dustin Tahmahkera	https://www.youtube.com/watch?v=e0uyu9vdd2g	Cartoon	Animations	Animated Graphics	Graphics	Infographics	Graphics	Documentary Style	Documentaries	2025-07-29T01:42:35.192240	kaatje
RottenTomatoes_scDWdIV7Fes	Madonna: Truth or Dare (7/8) Movie CLIP - Vogue (1991) HD	https://www.youtube.com/watch?v=scDWdIV7Fes	Documentary Style	Documentaries			Dance	Others	Documentary Style	Documentaries	2025-07-29T01:43:09.750908	kaatje
Khan_Academy_xKNX8BUWR0g	Surjective (onto) and injective (one-to-one) functions | Linear Algebra | Khan Academy	https://www.youtube.com/watch?v=xKNX8BUWR0g	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T01:43:38.432205	kaatje
LEARN_xD36blv9zbQ	LEARN - How to Interpret a Picture - Part 2 - Like a Historian	https://www.youtube.com/watch?v=xD36blv9zbQ	Interviews	Interviews	Animated Graphics	Graphics	Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T01:44:28.828864	kaatje
Jimmy_Fallon_DBV_bQiSpck	The Voidz: 7 Horses | The Tonight Show Starring Jimmy Fallon	https://www.youtube.com/watch?v=DBV_bQiSpck	Interviews	Interviews	Stage Talks	Stage Talks	Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-29T01:45:23.510033	kaatje
RottenTomatoes_rA69NDoXRhI	Dying of the Light (2014) - What's Left of My Time Scene (3/10) | Movieclips	https://www.youtube.com/watch?v=rA69NDoXRhI	Unedited Footage	Others	Surveillance Cam	Others	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T01:46:12.590928	kaatje
TED_Ed_zLAYGZeVTPQ	The myth of Hades and Persephone - Iseult Gillespie	https://www.youtube.com/watch?v=zLAYGZeVTPQ	Cartoon	Animations	Documentary Style	Documentaries	Cartoon	Animations	Infographics	Graphics	2025-07-29T01:46:38.368822	kaatje
ElectroBOOM_SVepW3f_V-M	Making a High Voltage Fuse	https://www.youtube.com/watch?v=SVepW3f_V-M	Experiments	Demonstrations			Experiments	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T01:47:12.396579	kaatje
Peekaboo_Kidz_Y_RMjmMtjOY	The Mummification Process | How Mummies Were Made? | How Egyptians Mummified Bodies? | Dr. Binocs	https://www.youtube.com/watch?v=Y_RMjmMtjOY	Cartoon	Animations	Animated Graphics	Graphics	Infographics	Graphics	Cartoon	Animations	2025-07-29T01:49:01.029104	kaatje
SecondThought_5gxsk_zy9pk	First Contact Part 1: How Prepared Are We?	https://www.youtube.com/watch?v=5gxsk_zy9pk	Animated Graphics	Graphics			Animated Graphics	Graphics	Infographics	Graphics	2025-07-29T01:50:28.773412	kaatje
Psych_Hub_Wn4AVjMMYX4	LGBTQ Youth	https://www.youtube.com/watch?v=Wn4AVjMMYX4	Animated Graphics	Graphics	Cartoon	Animations	Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T01:51:14.298486	kaatje
Sprouts_rZfAsbhfL_Y	Bruner’s 3 Steps of Learning in a Spiral Curriculum	https://www.youtube.com/watch?v=rZfAsbhfL_Y	Cartoon	Animations	Animated Graphics	Graphics	Comic Panel Style	Animations	Animated Graphics	Graphics	2025-07-29T01:52:04.795060	kaatje
Learn_Bright_vG6d_ytRdiI	ASL Angles for Kids	https://www.youtube.com/watch?v=vG6d_ytRdiI	Talking Head - Corner	Talking Head	Screencasts	Screencasts	Chalkboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T01:53:25.768036	kaatje
SmarterEveryDay_NwR6xKkHOyM	Cuteness Overload | Project for Awesome 2014	https://www.youtube.com/watch?v=NwR6xKkHOyM	Surveillance Cam	Others			Vlog	Vlog	Skit	Skit	2025-07-29T01:54:40.839907	kaatje
BuzzFeed_Celeb_WbbTIO-trSk	"The Cast Of ""Lucifer"" Finds Out Which Characters They Really Are"	https://www.youtube.com/watch?v=WbbTIO-trSk	Interviews	Interviews	Panel - Virtual	Panel	Panel - Virtual	Panel	Talking Head - Center	Talking Head	2025-07-29T01:55:00.155936	kaatje
Fireship_QQu1_bf1Bdo	YouTube's high-stakes war on Ad Blockers	https://www.youtube.com/watch?v=QQu1_bf1Bdo	Documentary Style	Documentaries	Animated Graphics	Graphics	Screencasts	Screencasts	Animated Graphics	Graphics	2025-07-29T01:55:44.096503	kaatje
Khan_Academy_iDBJK0y8vb0	Delacroix, The Death of Sardanapalus	https://www.youtube.com/watch?v=iDBJK0y8vb0	Surveillance Cam	Others	Documentary Style	Documentaries	Documentary Style	Documentaries	Talking Head - Corner	Talking Head	2025-07-29T01:56:08.283235	kaatje
MrBeast_Gaming_FKuLIrwIjt8	Extreme Squid Game Challenge!	https://www.youtube.com/watch?v=FKuLIrwIjt8	Talking Head - Corner	Talking Head	Cartoon	Animations	Games	Gaming	Talking Head - Corner	Talking Head	2025-07-29T01:56:59.522913	kaatje
Programming_with_Mosh_QygRnETpBIg	Access Modifiers in TypeScript	https://www.youtube.com/watch?v=QygRnETpBIg	Screencasts	Screencasts	Writing Cursor	Writing Cursor	Screencasts	Screencasts	Screencasts	Screencasts	2025-07-29T01:57:42.417229	kaatje
RottenTomatoes_oLJ7246t3-c	Frank & Jesse (1995) - Zee James Scene (7/11) | Movieclips	https://www.youtube.com/watch?v=oLJ7246t3-c	Unedited Footage	Others	Surveillance Cam	Others	Talkshows	Interviews	Unedited Footage	Others	2025-07-29T01:58:04.556238	kaatje
Vox_aKyvGHycngM	Why cities should plant more trees	https://www.youtube.com/watch?v=aKyvGHycngM	Animated Graphics	Graphics	Cartoon	Animations	Documentary Style	Documentaries	Infographics	Graphics	2025-07-29T01:58:32.760938	kaatje
Khan_Academy_Za7G_eWKiF4	Independent or dependent probability event? | Precalculus | Khan Academy	https://www.youtube.com/watch?v=Za7G_eWKiF4	Writing Cursor	Writing Cursor	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T01:59:01.095428	kaatje
Extra_History_9KrBm1qpCnE	Warlocks and Warriors - Russian Myth - Extra Mythology	https://www.youtube.com/watch?v=9KrBm1qpCnE	Cartoon	Animations	Documentary Style	Documentaries	Cartoon	Animations	Infographics	Graphics	2025-07-29T01:59:42.015836	kaatje
IBM_Technology_yKqUdyzsBXw	AI in Customer Experience, Customer Service & Customer Support	https://www.youtube.com/watch?v=yKqUdyzsBXw	Talking Head - Center	Talking Head	Glassboard	Writing Board	Glassboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T02:00:36.755302	kaatje
Seth_Meyers_5OWxG6CXI1I	Marianne Williamson on Humor, Morality and Beating Trump in 2020	https://www.youtube.com/watch?v=5OWxG6CXI1I	Interviews	Interviews	Talkshows	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T02:00:58.121368	kaatje
Jimmy_Fallon_MTH8iuOYviw	Virtual Reality Pictionary with Kate McKinnon and Patton Oswalt	https://www.youtube.com/watch?v=MTH8iuOYviw	Interviews	Interviews	Talkshows	Interviews	Animated Graphics	Graphics	Stage Talks	Stage Talks	2025-07-29T02:01:26.896120	kaatje
RottenTomatoes_XO3-PumyjoI	The Perks of Being a Wallflower (1/11) Movie CLIP - Come On Eileen (2012) HD	https://www.youtube.com/watch?v=XO3-PumyjoI	Surveillance Cam	Others	Dance	Others	Dance	Others	Talkshows	Interviews	2025-07-29T02:02:19.337173	kaatje
Professor_Dave_Explains_OBsBtuh-wAk	Smallpox (Variola Virus)	https://www.youtube.com/watch?v=OBsBtuh-wAk	Cutout	Animations	Animated Graphics	Graphics	Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T02:02:52.936360	kaatje
AlphaPhoenix_zaMg15CZXug	Doggie Doorbell	https://www.youtube.com/watch?v=zaMg15CZXug	Surveillance Cam	Others	Unedited Footage	Others	Experiments	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T02:03:30.915247	kaatje
Aunty_Donna_X1U9XgCwfMc	The South African Sams Extra Takes - Aunty Donna's Big Ol' House of Fun	https://www.youtube.com/watch?v=X1U9XgCwfMc	Skit	Skit	Unedited Footage	Others	Skit	Skit	Talkshows	Interviews	2025-07-29T02:04:20.243047	kaatje
Khan_Academy_4ZWbeESjv4M	Examples finding the domain of functions	https://www.youtube.com/watch?v=4ZWbeESjv4M	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Talking Head - Corner	Talking Head	2025-07-29T02:04:45.686694	kaatje
Vox_v3MtBE37wHY	How slow motion works	https://www.youtube.com/watch?v=v3MtBE37wHY	Animated Graphics	Graphics			Documentary Style	Documentaries	Infographics	Graphics	2025-07-29T02:05:26.956689	kaatje
Netflix_j3X5zG2q67s	A Very Furry Queer Eye Special: Philadelphia Mascot Gritty Gets A Makeover | Netflix	https://www.youtube.com/watch?v=j3X5zG2q67s	Unedited Footage	Others	Surveillance Cam	Others	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T02:06:04.637800	kaatje
Jeff_Su_gkYNdy-Hig4	6 Underrated Macbook Apps for Productivity!	https://www.youtube.com/watch?v=gkYNdy-Hig4	Talking Head - Corner	Talking Head	Screencasts	Screencasts	Screencasts	Screencasts	Animated Graphics	Graphics	2025-07-29T02:06:52.815684	kaatje
RottenTomatoes_lKE3zh_Hxqw	Beverly Hills Cop (4/10) Movie CLIP - Foul-Mouthed? (1984) HD	https://www.youtube.com/watch?v=lKE3zh_Hxqw	Unedited Footage	Others			Documentary Style	Documentaries	Interviews	Interviews	2025-07-29T02:07:38.319994	kaatje
IBM_Technology_jcgaNrC4ElU	Five Steps to Create a New AI Model	https://www.youtube.com/watch?v=jcgaNrC4ElU	Chalkboard	Writing Board			Talking Head - Center	Talking Head	Glassboard	Writing Board	2025-07-29T02:08:20.416536	kaatje
RottenTomatoes_5hSl6kTXqBo	Bloodshot (2020) - Death in the Tunnel Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=5hSl6kTXqBo	Unedited Footage	Others	Documentary Style	Documentaries	Talking Head - Corner	Talking Head	Talking Head - Center	Talking Head	2025-07-29T02:08:48.755302	kaatje
Sam_the_Cooking_Guy_2O2afWLh7IM	ONE PAN STEAK DINNER ON THE TABLE IN UNDER 30 MINUTES! | SAM THE COOKING GUY	https://www.youtube.com/watch?v=2O2afWLh7IM	Cooking	Demonstrations	Talking Head - Center	Talking Head	Cooking	Demonstrations	Animated Graphics	Graphics	2025-07-29T02:09:24.440512	kaatje
Seth_Meyers_RMUzSqVJ-OA	"Jake Gyllenhaal Wanted to Use ""Singin' in the Rain"" as His UFC Walkout Song"	https://www.youtube.com/watch?v=RMUzSqVJ-OA	Interviews	Interviews	Talkshows	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T02:09:55.696590	kaatje
Seth_Meyers_IEkdck_L2oc	Nick Offerman Shaved His Beard to Save His Marriage with Megan Mullally	https://www.youtube.com/watch?v=IEkdck_L2oc	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Podcast	Interviews	2025-07-29T02:10:33.845629	kaatje
FGTeeV_eE_fOdmBrWw	There's a GOOZY game AMONG US!  (FGTeeV NEW Mobile Game + A.U. Deleted Scenes)	https://www.youtube.com/watch?v=eE_fOdmBrWw	Screencasts	Screencasts	Talking Head - Corner	Talking Head	Games	Gaming	Animated Graphics	Graphics	2025-07-29T02:11:11.848791	kaatje
eHowEducation_eKz7Ysb-3BQ	Mean, Mode, Range & Average	https://www.youtube.com/watch?v=eKz7Ysb-3BQ	Talkshows	Interviews	Chalkboard	Writing Board	Talking Head - Center	Talking Head	Chalkboard	Writing Board	2025-07-29T02:11:44.147481	kaatje
Comedy_Dynamics_2NQcC-7i7qs	Helping Mom Quit Smoking - Nick Alexander	https://www.youtube.com/watch?v=2NQcC-7i7qs	Stage Talks	Stage Talks	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-29T02:12:20.029987	kaatje
RottenTomatoes_i-VeLFEMeko	Spy Kids (3/10) Movie CLIP - Becoming Spies (2001) HD	https://www.youtube.com/watch?v=i-VeLFEMeko	Unedited Footage	Others	Skit	Skit	Talkshows	Interviews	Skit	Skit	2025-07-29T02:13:07.088370	kaatje
ElectroBOOM_A129SM9S54A	How to change the brake pads of your car	https://www.youtube.com/watch?v=A129SM9S54A	Unedited Footage	Others			Experiments	Demonstrations	Experiments	Demonstrations	2025-07-29T02:13:40.048384	kaatje
David_Taylor_OqLZ7thb3Sg	Images in Blackboard: Embed, Position, Resize, Wrap Text	https://www.youtube.com/watch?v=OqLZ7thb3Sg	Screencasts	Screencasts	Writing Cursor	Writing Cursor	Screencasts	Screencasts	Talking Head - Corner	Talking Head	2025-07-29T02:14:14.332180	kaatje
Deep_Dive_Ali_Abdaal_jA-BdFiTWMY	"Serial Entrepreneur: ""Here's How I Run Multiple-Businesses"""	https://www.youtube.com/watch?v=jA-BdFiTWMY	Interviews	Interviews			Interviews	Interviews	Talking Head - Center	Talking Head	2025-07-29T02:15:02.908256	kaatje
Conan_OBrien_sm4SAncusTM	Scarlett Johansson’s First Paid Acting Gig Was On “Late Night” | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=sm4SAncusTM	Interviews	Interviews			Talking Head - Center	Talking Head	Stage Talks	Stage Talks	2025-07-29T02:15:37.398595	kaatje
RottenTomatoes_zuSBq10_5go	Venom (2018) - Venom vs. Riot Scene (8/10) | Movieclips	https://www.youtube.com/watch?v=zuSBq10_5go	Unedited Footage	Others	Documentary Style	Documentaries	Surveillance Cam	Others	Documentary Style	Documentaries	2025-07-29T02:16:09.349928	kaatje
RottenTomatoes_wgHRj2-vvs8	Saving Private Ryan (5/7) Movie CLIP - Private Jackson (1998) HD	https://www.youtube.com/watch?v=wgHRj2-vvs8	Unedited Footage	Others	Surveillance Cam	Others	Documentary Style	Documentaries	Point of View	Vlog	2025-07-29T02:16:31.573707	kaatje
RottenTomatoes_l6TGERgrXmA	Sherlock Holmes (2009) - What Can You Tell About Me? Scene (2/10) | Movieclips	https://www.youtube.com/watch?v=l6TGERgrXmA	Unedited Footage	Others	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T02:17:19.593298	kaatje
60_Minutes_tn3OdH4LqIY	The game that changed Charles Barkley's life | 60 Minutes	https://www.youtube.com/watch?v=tn3OdH4LqIY	Interviews	Interviews	Panel - In Person	Panel	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T02:17:52.088970	kaatje
Khan_Academy_YghRP8S2K-4	Applying radical equations 2 | Exponent expressions and equations | Algebra I | Khan Academy	https://www.youtube.com/watch?v=YghRP8S2K-4	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T02:18:31.087691	kaatje
TED_XQJhRDbsDzI	Your identity is your superpower | America Ferrera	https://www.youtube.com/watch?v=XQJhRDbsDzI	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-29T02:19:06.629082	kaatje
Geography_Geek_Pj4gA1aOBCM	Why is Korea an Island on Old Maps?	https://www.youtube.com/watch?v=Pj4gA1aOBCM	Comic Panel Style	Animations	Documentary Style	Documentaries	Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T02:20:35.569768	kaatje
Benjamin_Keep_8l3Mux2Khe0	The thing that kills creativity | Psychology, insight, and problem solving.	https://www.youtube.com/watch?v=8l3Mux2Khe0	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	2025-07-29T02:21:26.048572	kaatje
Simplilearn_Nj3Ez95M-ys	Top 10 Richest People In The World 2023 | World's Richest Billionaires | Simplilearn	https://www.youtube.com/watch?v=Nj3Ez95M-ys	Documentary Style	Documentaries			Infographics	Graphics	Talking Head - Center	Talking Head	2025-07-29T02:22:29.327556	kaatje
RottenTomatoes_XzKYNZY9Hpk	Scream 2 (2/12) Movie CLIP - Sequels Suck! (1997) HD	https://www.youtube.com/watch?v=XzKYNZY9Hpk	Unedited Footage	Others	Surveillance Cam	Others	Classroom	Lectures	Talking Head - Center	Talking Head	2025-07-29T02:23:21.230153	kaatje
RottenTomatoes_Bypor4e04rg	Lord of the Rings: The Fellowship of the Ring (2001) - The Fellowship Assembles Scene | Movieclips	https://www.youtube.com/watch?v=Bypor4e04rg	Unedited Footage	Others	Panel - In Person	Panel	Interviews	Interviews	Talking Head - Corner	Talking Head	2025-07-29T02:24:23.245139	kaatje
eHowEducation_mq-YKt0Xw20	How to Convert Binary to Decimal by Multiplication : Advanced Multiplication	https://www.youtube.com/watch?v=mq-YKt0Xw20	Talking Head - Center	Talking Head			Whieboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T02:25:09.169669	kaatje
The_Late_Show_Stephen_Colbert_EC3_lkICSJc	Meanwhile… Kim Kardashian’s Salmon Sperm Facial | George R. R. Martin Is Mad | Raccoon Rescue	https://www.youtube.com/watch?v=EC3_lkICSJc	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-29T02:25:54.519272	kaatje
Vox_n54-eEvoMpg	Why 23 million Americans don't have fast internet	https://www.youtube.com/watch?v=n54-eEvoMpg	Documentary Style	Documentaries	Animated Graphics	Graphics	Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-29T02:27:02.867925	kaatje
RottenTomatoes_gQNFCRom7c0	The Fabulous Baker Boys (1989) - Makin' Whoopee Scene (6/11) | Movieclips	https://www.youtube.com/watch?v=gQNFCRom7c0	Interviews	Interviews	Surveillance Cam	Others	Stage Talks	Stage Talks	Dance	Others	2025-07-29T02:28:34.098925	kaatje
Berklee_POrXMpK5vd8	Dream Theater | How to Play “Erotomania” Guitar Solo | John Petrucci | Metal Guitar | Shaun Michaud	https://www.youtube.com/watch?v=POrXMpK5vd8	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Experiments	Demonstrations	2025-07-29T02:29:15.742940	kaatje
Khan_Academy_GmD7Czmol0k	How to evaluate expressions in two variables with decimals and fractions | 6th grade | Khan Academy	https://www.youtube.com/watch?v=GmD7Czmol0k	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T02:29:47.737242	kaatje
ESPN_Otc5vYWwkPY	Stephen A. & Mad Dog CRITICIZE TIMING reinstating Pete Rose & Shoeless Joe | First Take YT Exclusive	https://www.youtube.com/watch?v=Otc5vYWwkPY	Interviews	Interviews	Panel - In Person	Panel	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T02:30:52.713707	kaatje
Facts_HW7F-M8Rcjo	Irish People Try To Explain Emoji Meanings	https://www.youtube.com/watch?v=HW7F-M8Rcjo	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T02:31:47.335355	kaatje
Conan_OBrien_XPeT48C9Zco	Conan & Sona Talk About Their Siblings | Conan O'Brien Needs A Friend	https://www.youtube.com/watch?v=XPeT48C9Zco	Interviews	Interviews	Talkshows	Interviews	Podcast	Interviews	Talking Head - Center	Talking Head	2025-07-29T02:32:22.714976	kaatje
RottenTomatoes_NYo4WkYNLn4	John Wick (7/10) Movie CLIP - Where Is He? (2014) HD	https://www.youtube.com/watch?v=NYo4WkYNLn4	Unedited Footage	Others	Surveillance Cam	Others	Unedited Footage	Others	Talking Head - Corner	Talking Head	2025-07-29T02:32:48.255759	kaatje
Khan_Academy_a8g6ma0MBaA	Glass Chair at the 1939 New York World's Fair	https://www.youtube.com/watch?v=a8g6ma0MBaA	Documentary Style	Documentaries	Animated Graphics	Graphics	Documentary Style	Documentaries	Slidedecks	Slidedecks	2025-07-29T02:33:26.853887	kaatje
Khan_Academy_6zdkeZ_UDXY	Recognition | Vocabulary | Khan Academy	https://www.youtube.com/watch?v=6zdkeZ_UDXY	Writing Cursor	Writing Cursor	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T02:34:03.355946	kaatje
Khan_Academy_9KR1bad76qg	Social institutions | Society and Culture | MCAT | Khan Academy	https://www.youtube.com/watch?v=9KR1bad76qg	Writing Cursor	Writing Cursor	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T02:34:31.595013	kaatje
Gordon_Ramsay__GkVrmNBEL4	Three of the Best Gordon Ramsay Hotel Hell Makeovers	https://www.youtube.com/watch?v=_GkVrmNBEL4	Unedited Footage	Others	Surveillance Cam	Others	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T02:34:51.480519	kaatje
AsapSCIENCE_bcmJ5u4Ord0	Amazing Earth Facts To Blow Your Mind	https://www.youtube.com/watch?v=bcmJ5u4Ord0	Cartoon	Animations	Comic Panel Style	Animations	Writing Hand	Writing Hand	Infographics	Graphics	2025-07-29T02:35:44.617814	kaatje
NYT_Podcasts_fOygD14a914	Can Learning to Love Beans Help Save the Planet?	https://www.youtube.com/watch?v=fOygD14a914	Podcast	Interviews	Interviews	Interviews	Static Screen	Others	Talking Head - Corner	Talking Head	2025-07-29T02:36:36.792951	kaatje
The_B1M_V4awZOrzyjo	Why There Are No Megatall Skyscrapers in New York	https://www.youtube.com/watch?v=V4awZOrzyjo	Documentary Style	Documentaries			Documentary Style	Documentaries	Infographics	Graphics	2025-07-29T02:37:13.295399	kaatje
Practical_Engineering_iWc3BcCvEW0	Resin Sphere Turning Experiment Failure	https://www.youtube.com/watch?v=iWc3BcCvEW0	Experiments	Demonstrations	Vlog	Vlog	Experiments	Demonstrations	Experiments	Demonstrations	2025-07-29T02:38:01.726952	kaatje
Facts_Yjh08PzW_Zc	Women Try On Historic Undergarments	https://www.youtube.com/watch?v=Yjh08PzW_Zc	Talking Head - Center	Talking Head	Interviews	Interviews	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T02:38:26.638944	kaatje
RottenTomatoes_e5gfRaN5gaE	Dead Snow: Red vs. Dead (2014) - Zombie War Scene (8/10) | Movieclips	https://www.youtube.com/watch?v=e5gfRaN5gaE	Unedited Footage	Others	Surveillance Cam	Others	Unedited Footage	Others	Talking Head - Corner	Talking Head	2025-07-29T02:41:55.212907	kaatje
